Song Title,Artist,Features,Values
"So Long, London",Taylor Swift,danceability,
My Boy Only Breaks His Favorite Toys,Taylor Swift,danceability,
Florida!!! (feat. Florence + The Machine),Taylor Swift,danceability,
But Daddy I Love Him,Taylor Swift,danceability,
Who’s Afraid of Little Old Me?,Taylor Swift,danceability,
Guilty as Sin?,Taylor Swift,danceability,
loml,Taylor Swift,danceability,
The Alchemy,Taylor Swift,danceability,
Fresh Out The Slammer,Taylor Swift,danceability,
The Smallest Man Who Ever Lived,Taylor Swift,danceability,
I Can Fix Him (No Really I Can),Taylor Swift,danceability,
Clara Bow,Taylor Swift,danceability,
Fortnight (feat. Post Malone),Taylor Swift,danceability,
Down Bad,Taylor Swift,danceability,
cardigan,Taylor Swift,danceability,
Karma,Taylor Swift,danceability,
...Ready For It?,Taylor Swift,danceability,
The Man,Taylor Swift,danceability,
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,danceability,
You’re Losing Me (From The Vault),Taylor Swift,danceability,
Look What You Made Me Do,Taylor Swift,danceability,
Delicate,Taylor Swift,danceability,
Getaway Car,Taylor Swift,danceability,
You Need To Calm Down,Taylor Swift,danceability,
Our Song,Taylor Swift,danceability,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,danceability,
Blank Space,Taylor Swift,danceability,
Enchanted (Taylor's Version),Taylor Swift,danceability,
Style (Taylor's Version),Taylor Swift,danceability,
Paper Rings,Taylor Swift,danceability,
Miss Americana & The Heartbreak Prince,Taylor Swift,danceability,
"You're On Your Own, Kid",Taylor Swift,danceability,
Lavender Haze,Taylor Swift,danceability,0.733
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,danceability,0.629
Bejeweled,Taylor Swift,danceability,0.696
You Belong With Me (Taylor’s Version),Taylor Swift,danceability,0.632
Shake It Off,Taylor Swift,danceability,0.647
illicit affairs,Taylor Swift,danceability,0.559
my tears ricochet,Taylor Swift,danceability,0.456
exile (feat. Bon Iver),Taylor Swift,danceability,0.298
champagne problems,Taylor Swift,danceability,0.462
Midnight Rain,Taylor Swift,danceability,0.643
I Did Something Bad,Taylor Swift,danceability,0.696
The Archer,Taylor Swift,danceability,0.292
Blank Space (Taylor's Version),Taylor Swift,danceability,0.737
Wildest Dreams (Taylor's Version),Taylor Swift,danceability,
willow,Taylor Swift,danceability,0.392
the 1,Taylor Swift,danceability,0.777
right where you left me - bonus track,Taylor Swift,danceability,0.581
Style,Taylor Swift,danceability,0.598
I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,danceability,0.694
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,danceability,0.626
Love Story (Taylor’s Version),Taylor Swift,danceability,
Love Story (Taylor’s Version),Taylor Swift,danceability,0.627
All Of The Girls You Loved Before,Taylor Swift,danceability,0.718
invisible string,Taylor Swift,danceability,0.653
this is me trying,Taylor Swift,danceability,0.515
Gorgeous,Taylor Swift,danceability,0.8
Out Of The Woods (Taylor's Version),Taylor Swift,danceability,0.547
Fearless (Taylor’s Version),Taylor Swift,danceability,0.569
End Game,Taylor Swift,danceability,0.649
New Romantics (Taylor's Version),Taylor Swift,danceability,0.651
Hits Different,Taylor Swift,danceability,0.672
Afterglow,Taylor Swift,danceability,0.756
Dress,Taylor Swift,danceability,0.719
Daylight,Taylor Swift,danceability,0.557
Mine (Taylor's Version),Taylor Swift,danceability,0.646
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,danceability,0.61
tolerate it,Taylor Swift,danceability,0.316
Call It What You Want,Taylor Swift,danceability,0.598
Back To December (Taylor's Version),Taylor Swift,danceability,0.497
Vigilante Shit,Taylor Swift,danceability,0.798
Picture To Burn,Taylor Swift,danceability,0.658
I Knew You Were Trouble.,Taylor Swift,danceability,0.622
Shake It Off (Taylor's Version),Taylor Swift,danceability,0.632
Maroon,Taylor Swift,danceability,0.637
False God,Taylor Swift,danceability,0.739
Wildest Dreams (Taylor's Version),Taylor Swift,danceability,0.583
Death By A Thousand Cuts,Taylor Swift,danceability,0.712
Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,danceability,0.664
22 (Taylor's Version),Taylor Swift,danceability,0.642
Welcome To New York (Taylor's Version),Taylor Swift,danceability,0.761
Wildest Dreams,Taylor Swift,danceability,0.554
Cornelia Street,Taylor Swift,danceability,0.824
Long Live (Taylor's Version),Taylor Swift,danceability,0.375
Long Live (Taylor's Version),Taylor Swift,danceability,0.375
I Think He Knows,Taylor Swift,danceability,0.897
I Think He Knows,Taylor Swift,danceability,0.897
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,danceability,0.567
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,danceability,0.567
I Knew You Were Trouble (Taylor's Version),Taylor Swift,danceability,0.584
I Knew You Were Trouble (Taylor's Version),Taylor Swift,danceability,0.584
mirrorball,Taylor Swift,danceability,0.553
mirrorball,Taylor Swift,danceability,0.553
I Forgot That You Existed,Taylor Swift,danceability,0.664
I Forgot That You Existed,Taylor Swift,danceability,0.664
Red (Taylor's Version),Taylor Swift,danceability,0.516
Red (Taylor's Version),Taylor Swift,danceability,0.516
King Of My Heart,Taylor Swift,danceability,0.675
King Of My Heart,Taylor Swift,danceability,0.675
Dancing With Our Hands Tied,Taylor Swift,danceability,0.624
Dancing With Our Hands Tied,Taylor Swift,danceability,0.624
The Way I Loved You (Taylor’s Version),Taylor Swift,danceability,0.402
The Way I Loved You (Taylor’s Version),Taylor Swift,danceability,0.402
Clean (Taylor's Version),Taylor Swift,danceability,0.771
Clean (Taylor's Version),Taylor Swift,danceability,0.771
London Boy,Taylor Swift,danceability,0.695
London Boy,Taylor Swift,danceability,0.695
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,danceability,0.606
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,danceability,0.606
You Belong With Me,Taylor Swift,danceability,0.687
You Belong With Me,Taylor Swift,danceability,0.687
betty,Taylor Swift,danceability,0.593
betty,Taylor Swift,danceability,0.593
Sparks Fly (Taylor’s Version),Taylor Swift,danceability,0.588
Sparks Fly (Taylor’s Version),Taylor Swift,danceability,0.588
Better Than Revenge (Taylor's Version),Taylor Swift,danceability,0.496
Better Than Revenge (Taylor's Version),Taylor Swift,danceability,0.496
the last great american dynasty,Taylor Swift,danceability,0.686
the last great american dynasty,Taylor Swift,danceability,0.686
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,danceability,0.621
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,danceability,0.621
Love Story,Taylor Swift,danceability,0.618
Love Story,Taylor Swift,danceability,0.618
This Is Why We Can't Have Nice Things,Taylor Swift,danceability,0.567
This Is Why We Can't Have Nice Things,Taylor Swift,danceability,0.567
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,danceability,0.586
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,danceability,0.586
Mastermind,Taylor Swift,danceability,0.662
Mastermind,Taylor Swift,danceability,0.662
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,danceability,0.391
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,danceability,0.391
I Wish You Would (Taylor's Version),Taylor Swift,danceability,0.669
I Wish You Would (Taylor's Version),Taylor Swift,danceability,0.669
New Year’s Day,Taylor Swift,danceability,0.661
New Year’s Day,Taylor Swift,danceability,0.661
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,danceability,0.699
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,danceability,0.699
Mean (Taylor's Version),Taylor Swift,danceability,0.524
Mean (Taylor's Version),Taylor Swift,danceability,0.524
Tim McGraw,Taylor Swift,danceability,0.58
Tim McGraw,Taylor Swift,danceability,0.58
Enchanted,Taylor Swift,danceability,0.455
Enchanted,Taylor Swift,danceability,0.455
Pantropiko,Bini,energy,
"Salamin, Salamin",Bini,energy,0.614
Karera,Bini,energy,
Lagi,Bini,energy,
Na Na Na,Bini,energy,0.874
Huwag Muna Tayong Umuwi,Bini,energy,
Na Na Nandito Lang,Bini,energy,0.707
I Feel Good,Bini,energy,
Ang Huling Cha Cha,Bini,energy,0.699
Diyan Ka Lang,Bini,energy,0.609
Golden Arrow,Bini,energy,0.845
Pantropiko,Bini,energy,0.803
Born To Win,Bini,energy,
Strings,Bini,energy,0.934
Kinikilig,Bini,energy,0.907
Pit a Pat,Bini,energy,0.862
Karera,Bini,energy,0.863
Da Coconut Nut,Bini,energy,0.934
No Fear,Bini,energy,0.729
Kabataang Pinoy,Bini,energy,0.941
8,Bini,energy,0.914
Here With You,Bini,energy,
Love Yourself,Bini,energy,0.934
Gandang Vitakeratin,Bini,energy,0.785
Lagi - Acoustic,Bini,energy,0.805
Made for All,Bini,energy,0.79
"Bata, Kaya Mo!",Bini,energy,0.443
Super Crush,Bini,energy,0.783
Kapit Lang,Bini,energy,
Strings - Dance Version,Bini,energy,0.907
B HU U R,Bini,energy,0.933
"Read All About It, Pt. III",Bini,energy,0.669
Hunger - Live,Bini,energy,0.351
Come Up Here - Live,Bini,energy,0.497
Lagi,Bini,energy,
I Feel Good,Bini,energy,0.87
Here Comes the Glory - Live,Bini,energy,0.57
I See Jesus - Live,Bini,energy,0.372
Born To Win - Bahasa Version,Bini,energy,0.911
Born To Win - Japanese Version,Bini,energy,0.906
Living Proof - Live,Bini,energy,
Born To Win - Spanish Version,Bini,energy,0.86
Up!,Bini,energy,0.791
Born To Win - Thai Version,Bini,energy,0.861
Born To Win,Bini,energy,0.855
Kapit Lang,Bini,energy,0.72
The Revelation of Jesus - Live,Bini,energy,0.556
"Read All About It, Pt. III - Extended",Bini,energy,0.657
All Things - Live,Bini,energy,0.533
Born to Win - Acapella,Bini,energy,0.656
Born to Win,Bini,energy,0.855
Doxology (Hallelujah) - Live,Bini,energy,0.715
Peace Of Mind,Bini,energy,0.383
Kaze Wo Atsumete,Bini,energy,0.0751
I Was In The Spirit On The Lord's Day - Live,Bini,energy,0.519
Born to Win - EDM Version,Bini,energy,0.752
The Letters - Live,Bini,energy,0.368
Patmos - Live,Bini,energy,0.304
I Can't Stay Here - Live,Bini,energy,0.554
Born To Win - String Quartet Version,Bini,energy,0.279
Born To Win - Latin Version,Bini,energy,0.758
Born To Win - Instrumental,Bini,energy,0.715
Huwag Muna Tayong Umuwi,Bini,energy,0.82
The Mighty Chorus - Live,Bini,energy,0.71
My Soul Follows - Live,Bini,energy,0.579
Waterfall - Live,Bini,energy,0.797
Bringing Back the Ark - Live,Bini,energy,0.698
Living Proof - Live,Bini,energy,0.578
Rabbit Hole,Bini,energy,0.87
One Life,Bini,energy,0.703
All Creation - Live,Bini,energy,0.836
How Great / It Is Happening - Live,Bini,energy,0.775
Faith Sees - Live,Bini,energy,0.803
Lagi,Bini,energy,
Here With You,Bini,energy,0.708
I See Jesus,Bini,energy,0.39
Feel Like Dancing,Bini,energy,0.79
Song of My Heart - Live,Bini,energy,0.833
All Because You're Here - Live,Bini,energy,0.512
I Delight - Live,Bini,energy,0.461
Be Still and Know - Live,Bini,energy,0.402
Joy Never-Ending - Live,Bini,energy,0.78
Nevroze ari,Bini,energy,0.708
Theme From The House Of Glass,Bini,energy,0.771
Yes (Obedience) - Live,Bini,energy,0.607
Groove is in the Heart - Dee-Booty Mix,Bini,energy,0.961
Tell of Your Glory - Live,Bini,energy,0.892
Gate of Heaven - Live,Bini,energy,0.305
Be Still and Know - Reprise,Bini,energy,0.861
Unshakable Love,Bini,energy,0.329
The Mighty Chorus,Bini,energy,0.717
Ain't Nothing Going On,Bini,energy,0.729
Family Affair,Bini,energy,0.655
Calma,Bini,energy,0.591
Lagi,Bini,energy,0.831
Blessed Be the Name - Live,Bini,energy,0.694
Pushin P - Instrumental,Bini,energy,0.635
7 Dite,Bini,energy,0.744
Hide Away,Bini,energy,0.36
Receive,Bini,energy,0.264
Sitya Loss,Eddy Kenzo,energy,0.887
Tweyagale,Eddy Kenzo,energy,0.594
Mbilo Mbilo,Eddy Kenzo,energy,0.838
Mariaroza,Eddy Kenzo,energy,0.637
Weekend,Eddy Kenzo,energy,0.813
Balippila Boda,Eddy Kenzo,energy,0.835
Semyekozo,Eddy Kenzo,energy,0.712
Jambole,Eddy Kenzo,energy,0.78
Selebu,Eddy Kenzo,energy,0.886
Muleleetu,Eddy Kenzo,energy,0.574
Zigido,Eddy Kenzo,energy,0.875
Blessed,Eddy Kenzo,energy,0.529
Sango,Eddy Kenzo,energy,0.832
Mariarosa,Eddy Kenzo,energy,0.63
Byansi,Eddy Kenzo,energy,0.716
Stamina [Rmx],Eddy Kenzo,energy,0.763
Nsimbudde,Eddy Kenzo,energy,0.699
Kadondo Style,Eddy Kenzo,energy,0.903
Enjoyment,Eddy Kenzo,energy,0.724
Signal,Eddy Kenzo,energy,0.672
Soraye,Eddy Kenzo,energy,0.811
Nkulungula,Eddy Kenzo,energy,0.893
Nice and Lovely,Eddy Kenzo,energy,0.881
Come Over,Eddy Kenzo,energy,0.901
Mbilo Mbilo (Remix) [feat. Niniola],Eddy Kenzo,energy,0.886
Omutto,Eddy Kenzo,energy,0.652
So Good,Eddy Kenzo,energy,0.709
Missounwa (Remix),Eddy Kenzo,energy,0.669
Nze Mutuufu,Eddy Kenzo,energy,0.931
Pull Up,Eddy Kenzo,energy,0.735
Style Zo (Kadondo),Eddy Kenzo,energy,0.913
Practical,Eddy Kenzo,energy,0.578
Melo,Eddy Kenzo,energy,0.521
Moni (Remix),Eddy Kenzo,energy,0.944
Bibaawo,Eddy Kenzo,energy,0.667
Viva Africa,Eddy Kenzo,energy,0.867
She Be Like(Ekotide),Eddy Kenzo,energy,0.896
Sitya Loss (Remix) [feat. Toofan],Eddy Kenzo,energy,0.91
Let's Go (Palalawe),Eddy Kenzo,energy,0.862
Leega,Eddy Kenzo,energy,0.916
Balaumba (Remix) [feat. Bebi Phillip],Eddy Kenzo,energy,0.935
Kikili Dance,Eddy Kenzo,energy,0.814
Ya Solo (feat. Heavy K),Eddy Kenzo,energy,0.821
Komole,Eddy Kenzo,energy,0.873
Yele,Eddy Kenzo,energy,0.784
Abakyakala - Remix,Eddy Kenzo,energy,0.848
Freestyle,Eddy Kenzo,energy,0.908
Konkon,Eddy Kenzo,energy,0.923
Shauri Yako,Eddy Kenzo,energy,0.913
Jambole (Remix) [feat. Kcee],Eddy Kenzo,energy,0.723
obsessed,Olivia Rodrigo,energy,
vampire,Olivia Rodrigo,energy,
so american,Olivia Rodrigo,energy,
bad idea right?,Olivia Rodrigo,energy,
favorite crime,Olivia Rodrigo,energy,
deja vu,Olivia Rodrigo,energy,
traitor,Olivia Rodrigo,energy,
good 4 u,Olivia Rodrigo,energy,
get him back!,Olivia Rodrigo,energy,
stranger,Olivia Rodrigo,energy,
drivers license,Olivia Rodrigo,energy,
all-american bitch,Olivia Rodrigo,energy,
"jealousy, jealousy",Olivia Rodrigo,energy,
lacy,Olivia Rodrigo,energy,
love is embarrassing,Olivia Rodrigo,energy,
brutal,Olivia Rodrigo,energy,
happier,Olivia Rodrigo,energy,
scared of my guitar,Olivia Rodrigo,energy,
the grudge,Olivia Rodrigo,energy,
"1 step forward, 3 steps back",Olivia Rodrigo,energy,
girl i’ve always been,Olivia Rodrigo,energy,
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,energy,
making the bed,Olivia Rodrigo,energy,
enough for you,Olivia Rodrigo,energy,
ballad of a homeschooled girl,Olivia Rodrigo,energy,
logical,Olivia Rodrigo,energy,
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,energy,0.366
pretty isn’t pretty,Olivia Rodrigo,energy,
teenage dream,Olivia Rodrigo,energy,
"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,energy,0.43
hope ur ok,Olivia Rodrigo,energy,
all-american bitch,Olivia Rodrigo,energy,
bad idea right?,Olivia Rodrigo,energy,
get him back!,Olivia Rodrigo,energy,
love is embarrassing,Olivia Rodrigo,energy,
ballad of a homeschooled girl,Olivia Rodrigo,energy,
vampire,Olivia Rodrigo,energy,
lacy,Olivia Rodrigo,energy,
making the bed,Olivia Rodrigo,energy,
the grudge,Olivia Rodrigo,energy,
logical,Olivia Rodrigo,energy,
pretty isn’t pretty,Olivia Rodrigo,energy,
teenage dream,Olivia Rodrigo,energy,
All I Want,Olivia Rodrigo,energy,0.43
vampire,Olivia Rodrigo,energy,
obsessed,Olivia Rodrigo,energy,0.576
drivers license,Olivia Rodrigo,energy,0.433
so american,Olivia Rodrigo,energy,0.932
good 4 u,Olivia Rodrigo,energy,0.643
deja vu,Olivia Rodrigo,energy,0.596
get him back!,Olivia Rodrigo,energy,
stranger,Olivia Rodrigo,energy,0.606
"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,energy,0.444
bad idea right?,Olivia Rodrigo,energy,
"The Rose Song - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,energy,0.372
scared of my guitar,Olivia Rodrigo,energy,0.261
"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,energy,0.336
Start of Something New - Nini Version,Olivia Rodrigo,energy,
girl i’ve always been,Olivia Rodrigo,energy,0.58
brutal,Olivia Rodrigo,energy,0.538
"Just for a Moment - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,energy,0.503
all-american bitch,Olivia Rodrigo,energy,
All I Want - Love That Lasts Mix,Olivia Rodrigo,energy,0.448
the grudge,Olivia Rodrigo,energy,
happier,Olivia Rodrigo,energy,0.451
"1 step forward, 3 steps back",Olivia Rodrigo,energy,0.202
"I Think I Kinda, You Know - Duet",Olivia Rodrigo,energy,0.463
Wondering,Olivia Rodrigo,energy,0.445
Out of the Old,Olivia Rodrigo,energy,0.621
"The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,energy,0.241
pretty isn’t pretty,Olivia Rodrigo,energy,
love is embarrassing,Olivia Rodrigo,energy,
The Rose Song,Olivia Rodrigo,energy,0.374
traitor,Olivia Rodrigo,energy,0.339
lacy,Olivia Rodrigo,energy,
making the bed,Olivia Rodrigo,energy,
ballad of a homeschooled girl,Olivia Rodrigo,energy,
"jealousy, jealousy",Olivia Rodrigo,energy,0.575
logical,Olivia Rodrigo,energy,
teenage dream,Olivia Rodrigo,energy,
favorite crime,Olivia Rodrigo,energy,0.272
Just for a Moment,Olivia Rodrigo,energy,0.493
enough for you,Olivia Rodrigo,energy,0.259
all-american bitch,Olivia Rodrigo,energy,0.681
hope ur ok,Olivia Rodrigo,energy,0.298
bad idea right?,Olivia Rodrigo,energy,0.867
"Granted - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,energy,0.602
get him back!,Olivia Rodrigo,energy,0.836
love is embarrassing,Olivia Rodrigo,energy,0.811
ballad of a homeschooled girl,Olivia Rodrigo,energy,0.869
"Out of the Old - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,energy,0.621
vampire,Olivia Rodrigo,energy,0.561
lacy,Olivia Rodrigo,energy,0.384
making the bed,Olivia Rodrigo,energy,0.42
the grudge,Olivia Rodrigo,energy,0.305
Start of Something New - Nini Version,Olivia Rodrigo,energy,0.246
pretty isn’t pretty,Olivia Rodrigo,energy,0.852
logical,Olivia Rodrigo,energy,0.241
teenage dream,Olivia Rodrigo,energy,0.229
Wondering - Ashlyn & Nini Piano Version,Olivia Rodrigo,energy,0.362
Espresso,Sabrina Carpenter,energy,0.771
Feather,Sabrina Carpenter,energy,
Nonsense,Sabrina Carpenter,energy,
because i liked a boy,Sabrina Carpenter,energy,
Looking at Me,Sabrina Carpenter,energy,0.798
Read your Mind,Sabrina Carpenter,energy,
Vicious,Sabrina Carpenter,energy,
emails i can’t send,Sabrina Carpenter,energy,
Thumbs,Sabrina Carpenter,energy,0.718
opposite,Sabrina Carpenter,energy,0.448
Already Over,Sabrina Carpenter,energy,
Sue Me,Sabrina Carpenter,energy,0.809
Fast Times,Sabrina Carpenter,energy,
things i wish you said,Sabrina Carpenter,energy,0.255
Tornado Warnings,Sabrina Carpenter,energy,
Skin,Sabrina Carpenter,energy,0.457
I Knew You Were Trouble - Spotify Singles,Sabrina Carpenter,energy,0.513
Read your Mind,Sabrina Carpenter,energy,0.803
bet u wanna,Sabrina Carpenter,energy,
Lonesome,Sabrina Carpenter,energy,0.345
Nonsense,Sabrina Carpenter,energy,
emails i can’t send,Sabrina Carpenter,energy,0.362
Vicious,Sabrina Carpenter,energy,
because i liked a boy,Sabrina Carpenter,energy,
Already Over,Sabrina Carpenter,energy,0.793
Can't Blame a Girl for Trying,Sabrina Carpenter,energy,0.392
Tornado Warnings,Sabrina Carpenter,energy,0.582
Fast Times,Sabrina Carpenter,energy,
bet u wanna,Sabrina Carpenter,energy,0.64
Why,Sabrina Carpenter,energy,0.557
how many things,Sabrina Carpenter,energy,
Bad for Business,Sabrina Carpenter,energy,
Feather,Sabrina Carpenter,energy,
skinny dipping,Sabrina Carpenter,energy,
Bad for Business,Sabrina Carpenter,energy,0.526
decode,Sabrina Carpenter,energy,
Feather - Sped Up,Sabrina Carpenter,energy,
decode,Sabrina Carpenter,energy,0.37
skinny dipping,Sabrina Carpenter,energy,
Exhale,Sabrina Carpenter,energy,0.266
Paris,Sabrina Carpenter,energy,0.671
cindy lou who,Sabrina Carpenter,energy,0.292
Nonsense - Sped Up Version,Sabrina Carpenter,energy,0.844
how many things,Sabrina Carpenter,energy,0.227
Eyes Wide Open,Sabrina Carpenter,energy,0.641
Honeymoon Fades,Sabrina Carpenter,energy,0.516
"Let Me Move You - From the Netflix film ""Work It""",Sabrina Carpenter,energy,0.628
Almost Love,Sabrina Carpenter,energy,0.759
On Purpose,Sabrina Carpenter,energy,0.781
Mona Lisa,Sabrina Carpenter,energy,0.473
In My Bed,Sabrina Carpenter,energy,0.385
A Nonsense Christmas,Sabrina Carpenter,energy,
I'm Fakin,Sabrina Carpenter,energy,0.828
"Wildside - From ""Adventures in Babysitting""",Sabrina Carpenter,energy,0.576
Vicious,Sabrina Carpenter,energy,0.457
santa doesn’t know you like i do,Sabrina Carpenter,energy,0.722
Pushing 20,Sabrina Carpenter,energy,0.814
Alien,Sabrina Carpenter,energy,0.659
Smoke and Fire,Sabrina Carpenter,energy,0.869
We'll Be The Stars,Sabrina Carpenter,energy,0.513
Diamonds Are Forever,Sabrina Carpenter,energy,0.574
is it new years yet?,Sabrina Carpenter,energy,0.694
prfct,Sabrina Carpenter,energy,0.771
I Can't Stop Me,Sabrina Carpenter,energy,0.69
Nonsense,Sabrina Carpenter,energy,
A Nonsense Christmas,Sabrina Carpenter,energy,0.765
The Middle of Starting Over,Sabrina Carpenter,energy,0.805
buy me presents,Sabrina Carpenter,energy,0.837
Shadows,Sabrina Carpenter,energy,0.561
Run and Hide,Sabrina Carpenter,energy,0.362
Bad Time,Sabrina Carpenter,energy,0.536
Too Young,Sabrina Carpenter,energy,0.489
Feather - Spotify Singles,Sabrina Carpenter,energy,0.706
Nonsense (with Coi Leray) - Remix,Sabrina Carpenter,energy,0.777
Fast Times,Sabrina Carpenter,energy,0.666
Tell Em,Sabrina Carpenter,energy,0.134
A Dream is a Wish Your Heart Makes/So This is Love,Sabrina Carpenter,energy,0.237
Feather,Sabrina Carpenter,energy,0.686
Take Off All Your Cool,Sabrina Carpenter,energy,0.713
because i liked a boy,Sabrina Carpenter,energy,0.597
Take You Back,Sabrina Carpenter,energy,0.7
Hold Tight,Sabrina Carpenter,energy,0.383
Seamless,Sabrina Carpenter,energy,0.295
Your Love's Like,Sabrina Carpenter,energy,0.737
white xmas,Sabrina Carpenter,energy,0.388
skinny dipping,Sabrina Carpenter,energy,0.536
Feels Like Loneliness,Sabrina Carpenter,energy,0.638
Don't Want It Back,Sabrina Carpenter,energy,0.67
Two Young Hearts,Sabrina Carpenter,energy,0.69
All We Have Is Love,Sabrina Carpenter,energy,0.699
Rescue Me,Sabrina Carpenter,energy,0.318
Feather - Sped Up,Sabrina Carpenter,energy,0.732
Best Thing I Got,Sabrina Carpenter,energy,0.696
White Flag,Sabrina Carpenter,energy,0.731
Mirage,Sabrina Carpenter,energy,0.578
No Words,Sabrina Carpenter,energy,0.801
Space,Sabrina Carpenter,energy,0.707
Darling I'm a Mess,Sabrina Carpenter,energy,0.484
Right Now,Sabrina Carpenter,energy,0.678
Nonsense,Sabrina Carpenter,energy,0.673
Fortnight (feat. Post Malone),Taylor Swift,energy,
Down Bad,Taylor Swift,energy,
Fortnight (feat. Post Malone),Taylor Swift,energy,
I Can Do It With a Broken Heart,Taylor Swift,energy,
"So Long, London",Taylor Swift,energy,
But Daddy I Love Him,Taylor Swift,energy,
Who’s Afraid of Little Old Me?,Taylor Swift,energy,
The Tortured Poets Department,Taylor Swift,energy,
My Boy Only Breaks His Favorite Toys,Taylor Swift,energy,
Guilty as Sin?,Taylor Swift,energy,
Florida!!! (feat. Florence + The Machine),Taylor Swift,energy,
The Smallest Man Who Ever Lived,Taylor Swift,energy,
The Black Dog,Taylor Swift,energy,
imgonnagetyouback,Taylor Swift,energy,
Fresh Out The Slammer,Taylor Swift,energy,
The Alchemy,Taylor Swift,energy,
So High School,Taylor Swift,energy,
loml,Taylor Swift,energy,
Cruel Summer,Taylor Swift,energy,
thanK you aIMee,Taylor Swift,energy,
I Can Fix Him (No Really I Can),Taylor Swift,energy,
The Prophecy,Taylor Swift,energy,
The Albatross,Taylor Swift,energy,
Clara Bow,Taylor Swift,energy,
How Did It End?,Taylor Swift,energy,
I Hate It Here,Taylor Swift,energy,
Chloe or Sam or Sophia or Marcus,Taylor Swift,energy,
I Look in People's Windows,Taylor Swift,energy,
Down Bad,Taylor Swift,energy,
Peter,Taylor Swift,energy,
Cassandra,Taylor Swift,energy,
The Bolter,Taylor Swift,energy,
I Can Do It With a Broken Heart,Taylor Swift,energy,
The Manuscript,Taylor Swift,energy,
Robin,Taylor Swift,energy,
The Tortured Poets Department,Taylor Swift,energy,
"So Long, London",Taylor Swift,energy,
My Boy Only Breaks His Favorite Toys,Taylor Swift,energy,
Florida!!! (feat. Florence + The Machine),Taylor Swift,energy,
But Daddy I Love Him,Taylor Swift,energy,
Who’s Afraid of Little Old Me?,Taylor Swift,energy,
Guilty as Sin?,Taylor Swift,energy,
loml,Taylor Swift,energy,
The Alchemy,Taylor Swift,energy,
Fresh Out The Slammer,Taylor Swift,energy,
The Smallest Man Who Ever Lived,Taylor Swift,energy,
I Can Fix Him (No Really I Can),Taylor Swift,energy,
Clara Bow,Taylor Swift,energy,
Fortnight (feat. Post Malone),Taylor Swift,energy,
Down Bad,Taylor Swift,energy,
cardigan,Taylor Swift,energy,
Karma,Taylor Swift,energy,
...Ready For It?,Taylor Swift,energy,
The Man,Taylor Swift,energy,
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,energy,
You’re Losing Me (From The Vault),Taylor Swift,energy,
Look What You Made Me Do,Taylor Swift,energy,
Delicate,Taylor Swift,energy,
Getaway Car,Taylor Swift,energy,
You Need To Calm Down,Taylor Swift,energy,
Our Song,Taylor Swift,energy,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,energy,
Blank Space,Taylor Swift,energy,
Enchanted (Taylor's Version),Taylor Swift,energy,
Style (Taylor's Version),Taylor Swift,energy,
Paper Rings,Taylor Swift,energy,
Miss Americana & The Heartbreak Prince,Taylor Swift,energy,
"You're On Your Own, Kid",Taylor Swift,energy,
Lavender Haze,Taylor Swift,energy,0.436
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,energy,0.413
Bejeweled,Taylor Swift,energy,0.559
